Type,Days for shipment (scheduled),Benefit per order,Sales per customer,Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,Shipping_Pressure_Index,Order_Complexity_Score,Profit_Margin,Express_Shipping
3,1,33.12,118.29,34,66,1,0,36,0,4,2256,48,11.7,0.09,129.99,0.28,1,129.99,118.29,33.12,6,741,5,56,129.99,0,1.0,129.99,0.254788829909993,1
3,1,13.11,50.43,17,66,1,0,36,8,4,2256,48,1.56,0.03,51.99,0.26,1,51.99,50.43,13.11,6,741,5,94,51.99,0,1.0,51.99,0.2521638776687824,1
3,1,33.74,74.97,0,66,1,0,36,8,4,2256,48,0.0,0.0,24.99,0.45,3,74.97,74.97,33.74,6,741,5,90,24.99,0,3.0,74.97,0.450046685340803,1
3,2,28.8,57.59,12,66,1,0,36,0,2,816,102,2.4,0.04,59.99,0.5,1,59.99,57.59,28.8,3,292,7,71,59.99,2,0.5,59.99,0.4800800133355559,0
3,2,42.58,118.29,34,66,1,0,36,0,2,816,102,11.7,0.09,129.99,0.36,1,129.99,118.29,42.58,3,292,7,56,129.99,2,0.5,129.99,0.3275636587429802,0
3,2,42.12,116.99,34,66,1,0,36,0,2,816,102,13.0,0.1,129.99,0.36,1,129.99,116.99,42.12,3,292,7,56,129.99,2,0.5,129.99,0.3240249249942303,0
3,4,49.52,150.07,6,354,0,1,28,5,3,2276,31,14.84,0.09,54.97,0.33,3,164.91,150.07,49.52,7,912,5,109,54.97,3,0.75,164.91,0.3002850039415439,0
3,4,125.27,260.97,10,354,0,1,28,5,3,2276,31,39.0,0.13,99.99,0.48,3,299.97,260.97,125.27,7,912,5,61,99.99,3,0.75,299.97,0.4176084275094175,0
0,1,53.66,124.79,34,354,0,1,28,0,2,2817,124,5.2,0.04,129.99,0.43,1,129.99,124.79,53.66,1,878,1,56,129.99,0,1.0,129.99,0.41280098469113,1
0,1,1.52,37.99,38,354,0,1,28,6,2,2817,124,2.0,0.05,39.99,0.04,1,39.99,37.99,1.52,1,878,1,102,39.99,0,1.0,39.99,0.0380095023755939,1
0,1,138.91,283.48,9,354,0,1,28,3,2,2817,124,16.5,0.06,299.98,0.49,1,299.98,283.48,138.91,1,878,1,21,299.98,0,1.0,299.98,0.4630642042802853,1
0,1,62.57,145.5,47,354,0,1,28,6,2,2817,124,4.5,0.03,50.0,0.43,3,150.0,145.5,62.57,1,878,1,59,50.0,0,3.0,150.0,0.4171333333333333,1
0,1,69.12,144.0,47,354,0,1,28,6,2,2817,124,6.0,0.04,50.0,0.48,3,150.0,144.0,69.12,1,878,1,59,50.0,0,3.0,150.0,0.4608,1
1,2,11.33,37.76,25,354,0,1,28,8,1,2414,53,2.2,0.06,9.99,0.3,4,39.96,37.76,11.33,22,462,2,14,9.99,2,2.0,39.96,0.2835335335335335,0
2,4,7.8,103.99,34,354,0,1,28,0,0,1637,123,26.0,0.2,129.99,0.08,1,129.99,103.99,7.8,2,542,6,56,129.99,3,0.25,129.99,0.0600046157396722,0
2,4,44.64,93.0,47,354,0,1,28,6,0,1637,123,7.0,0.07,50.0,0.48,2,100.0,93.0,44.64,2,542,6,59,50.0,3,0.5,100.0,0.4464,0
1,2,86.4,192.0,47,354,0,1,28,6,1,1596,117,8.0,0.04,50.0,0.45,4,200.0,192.0,86.4,8,925,2,59,50.0,2,2.0,200.0,0.432,0
1,2,29.39,104.96,0,354,0,1,28,8,1,1596,117,19.99,0.16,24.99,0.28,5,124.95,104.96,29.39,8,925,2,86,24.99,2,2.5,124.95,0.2352140856342537,0
2,4,16.09,48.75,26,354,0,1,28,8,0,1637,123,16.25,0.25,65.0,0.33,1,65.0,48.75,16.09,2,542,6,44,65.0,3,0.25,65.0,0.2475384615384615,0
2,4,3.6,47.98,30,354,0,1,28,3,0,1637,123,2.0,0.04,49.98,0.08,1,49.98,47.98,3.6,2,542,6,67,49.98,3,0.25,49.98,0.0720288115246098,0
2,4,113.67,391.98,18,354,0,1,28,3,0,1637,123,8.0,0.02,399.98,0.29,1,399.98,391.98,113.67,2,542,6,24,399.98,3,0.25,399.98,0.284189209460473,0
1,2,10.44,347.98,18,354,0,1,28,3,1,1596,117,52.0,0.13,399.98,0.03,1,399.98,347.98,10.44,8,925,2,24,399.98,2,0.5,399.98,0.0261013050652532,0
0,2,-47.99,59.99,12,453,1,1,36,0,2,2835,42,0.0,0.0,59.99,-0.8,1,59.99,59.99,-47.99,3,883,1,71,59.99,2,0.5,59.99,-0.799966661110185,0
0,2,-10.52,49.39,17,453,1,1,36,8,2,2835,42,2.6,0.05,51.99,-0.21,1,51.99,49.39,-10.52,3,883,1,97,51.99,2,0.5,51.99,-0.2023466051163685,0
0,2,80.9,278.97,10,453,1,1,36,5,2,2835,42,21.0,0.07,99.99,0.29,3,299.97,278.97,80.9,3,883,1,61,99.99,2,1.5,299.97,0.2696936360302697,0
0,2,33.84,180.0,47,453,1,1,36,6,2,2835,42,20.0,0.1,50.0,0.19,4,200.0,180.0,33.84,3,883,1,59,50.0,2,2.0,200.0,0.1692,0
2,1,43.68,167.99,46,453,1,1,36,3,1,1768,53,32.0,0.16,199.99,0.26,1,199.99,167.99,43.68,22,794,6,70,199.99,0,1.0,199.99,0.2184109205460273,1
2,1,43.88,120.89,34,453,1,1,36,0,1,1768,53,9.1,0.07,129.99,0.36,1,129.99,120.89,43.88,22,794,6,56,129.99,0,1.0,129.99,0.3375644280329256,1
2,4,37.12,218.36,12,453,1,1,36,0,4,1481,48,21.6,0.09,59.99,0.17,4,239.96,218.36,37.12,14,201,6,71,59.99,3,1.0,239.96,0.1546924487414569,0
2,4,84.46,175.96,38,453,1,1,36,6,4,1481,48,23.99,0.12,39.99,0.48,5,199.95,175.96,84.46,14,201,6,102,39.99,3,1.25,199.95,0.4224056014003501,0
3,1,53.5,109.19,34,453,1,1,36,0,2,602,33,20.8,0.16,129.99,0.49,1,129.99,109.19,53.5,12,1023,8,56,129.99,0,1.0,129.99,0.4115701207785214,1
3,1,4.92,245.98,9,453,1,1,36,3,2,602,33,54.0,0.18,299.98,0.02,1,299.98,245.98,4.92,12,1023,8,21,299.98,0,1.0,299.98,0.016401093406227,1
2,4,115.15,239.9,30,453,1,1,36,3,4,1481,48,10.0,0.04,49.98,0.48,5,249.9,239.9,115.15,14,201,6,67,49.98,3,1.25,249.9,0.4607843137254902,0
2,4,28.89,169.93,30,453,1,1,36,3,4,1481,48,29.99,0.15,49.98,0.17,4,199.92,169.93,28.89,14,201,6,67,49.98,3,1.0,199.92,0.1445078031212485,0
3,1,62.7,127.96,17,453,1,1,36,8,2,602,33,31.99,0.2,31.99,0.49,5,159.95,127.96,62.7,12,1023,8,5,31.99,0,5.0,159.95,0.3919974992185058,1
3,4,39.89,128.69,34,453,1,1,36,0,3,2261,73,1.3,0.01,129.99,0.31,1,129.99,128.69,39.89,13,487,7,56,129.99,3,0.25,129.99,0.3068697592122471,0
3,4,17.1,284.98,9,453,1,1,36,3,3,2261,73,15.0,0.05,299.98,0.06,1,299.98,284.98,17.1,13,487,7,21,299.98,3,0.25,299.98,0.0570038002533502,0
3,4,46.5,185.98,10,453,1,1,36,5,3,2261,73,14.0,0.07,99.99,0.25,2,199.98,185.98,46.5,13,487,7,61,99.99,3,0.5,199.98,0.2325232523252325,0
3,4,112.31,287.97,10,453,1,1,36,5,3,2342,8,12.0,0.04,99.99,0.39,3,299.97,287.97,112.31,11,739,7,61,99.99,3,0.75,299.97,0.3744041070773743,0
3,4,99.78,226.76,12,453,1,1,36,0,3,2342,8,13.2,0.06,59.99,0.44,4,239.96,226.76,99.78,11,739,7,71,59.99,3,1.0,239.96,0.4158193032172028,0
3,4,143.99,299.99,18,453,1,1,36,3,3,2261,73,100.0,0.25,399.98,0.48,1,399.98,299.99,143.99,13,487,7,24,399.98,3,0.25,399.98,0.3599929996499825,0
0,2,-29.0,124.45,30,453,1,1,36,3,2,2835,42,25.49,0.17,49.98,-0.23,3,149.94,124.45,-29.0,3,883,1,67,49.98,2,1.5,149.94,-0.1934106976123782,0
3,2,16.06,47.5,47,66,1,2,36,6,3,2790,70,2.5,0.05,50.0,0.34,1,50.0,47.5,16.06,15,502,8,59,50.0,2,0.5,50.0,0.3212,0
3,2,29.05,83.0,47,66,1,2,36,6,3,2790,70,17.0,0.17,50.0,0.35,2,100.0,83.0,29.05,15,502,8,59,50.0,2,1.0,100.0,0.2905,0
3,2,37.5,299.97,10,66,1,2,36,5,3,2790,70,0.0,0.0,99.99,0.13,3,299.97,299.97,37.5,15,502,8,61,99.99,2,1.5,299.97,0.125012501250125,0
3,4,62.99,179.97,12,66,1,2,36,0,3,41,69,0.0,0.0,59.99,0.35,3,179.97,179.97,62.99,13,841,5,71,59.99,3,0.75,179.97,0.3500027782408179,0
3,4,37.95,178.17,12,66,1,2,36,0,3,41,69,1.8,0.01,59.99,0.21,3,179.97,178.17,37.95,13,841,5,71,59.99,3,0.75,179.97,0.2108684780796799,0
3,4,148.74,424.96,10,66,1,2,36,5,3,41,69,74.99,0.15,99.99,0.35,5,499.95,424.96,148.74,13,841,5,61,99.99,3,1.25,499.95,0.2975097509750975,0
2,4,48.36,185.99,46,66,1,2,36,3,2,340,20,14.0,0.07,199.99,0.26,1,199.99,185.99,48.36,12,670,6,70,199.99,3,0.25,199.99,0.2418120906045302,0
1,1,-90.2,163.99,46,66,1,2,36,3,1,2271,115,36.0,0.18,199.99,-0.55,1,199.99,163.99,-90.2,22,1018,2,70,199.99,0,1.0,199.99,-0.4510225511275563,1
2,4,96.98,197.92,30,66,1,2,36,3,2,340,20,2.0,0.01,49.98,0.49,4,199.92,197.92,96.98,12,670,6,67,49.98,3,1.0,199.92,0.485094037615046,0
3,2,30.84,84.97,30,66,1,2,36,3,3,2790,70,14.99,0.15,49.98,0.36,2,99.96,84.97,30.84,15,502,8,67,49.98,2,1.0,99.96,0.3085234093637455,0
3,2,81.34,232.41,30,66,1,2,36,3,3,2790,70,17.49,0.07,49.98,0.35,5,249.9,232.41,81.34,15,502,8,67,49.98,2,2.5,249.9,0.3254901960784314,0
1,1,26.0,99.99,10,66,1,2,36,5,1,2271,115,0.0,0.0,99.99,0.26,1,99.99,99.99,26.0,22,1018,2,61,99.99,0,1.0,99.99,0.26002600260026,1
1,1,20.79,59.39,12,66,1,2,36,0,1,2271,115,0.6,0.01,59.99,0.35,1,59.99,59.39,20.79,22,1018,2,71,59.99,0,1.0,59.99,0.3465577596266044,1
1,1,2.44,97.49,34,66,1,2,36,0,1,2271,115,32.5,0.25,129.99,0.03,1,129.99,97.49,2.44,22,1018,2,56,129.99,0,1.0,129.99,0.018770674667282,1
1,1,-39.25,164.91,6,66,1,2,36,5,1,2271,115,54.97,0.25,54.97,-0.24,4,219.88,164.91,-39.25,22,1018,2,109,54.97,0,4.0,219.88,-0.1785064580680371,1
2,1,-8.85,149.94,30,388,0,2,4,3,4,2900,48,49.98,0.25,49.98,-0.06,4,199.92,149.94,-8.85,21,1052,6,67,49.98,0,4.0,199.92,-0.0442677070828331,1
2,1,158.75,377.98,18,388,0,2,4,3,4,2900,48,22.0,0.06,399.98,0.42,1,399.98,377.98,158.75,21,1052,6,24,399.98,0,1.0,399.98,0.3968948447422371,1
1,4,27.3,97.49,34,388,0,2,4,0,2,143,42,32.5,0.25,129.99,0.28,1,129.99,97.49,27.3,3,883,2,56,129.99,3,0.25,129.99,0.210016155088853,0
2,1,14.61,165.98,10,388,0,2,4,5,4,2900,48,34.0,0.17,99.99,0.09,2,199.98,165.98,14.61,21,1052,6,61,99.99,0,2.0,199.98,0.073057305730573,1
0,4,106.71,293.98,9,187,0,0,15,3,3,1964,51,6.0,0.02,299.98,0.36,1,299.98,293.98,106.71,15,196,1,21,299.98,3,0.25,299.98,0.3557237149143276,0
0,4,139.67,290.98,9,187,0,0,15,3,3,1964,51,9.0,0.03,299.98,0.48,1,299.98,290.98,139.67,15,196,1,21,299.98,3,0.25,299.98,0.4655977065137675,0
0,4,29.92,339.98,18,187,0,0,15,3,3,1964,51,60.0,0.15,399.98,0.09,1,399.98,339.98,29.92,15,196,1,24,399.98,3,0.25,399.98,0.0748037401870093,0
1,4,20.36,173.99,46,187,0,0,15,3,4,489,48,26.0,0.13,199.99,0.12,1,199.99,173.99,20.36,6,252,2,70,199.99,3,0.25,199.99,0.1018050902545127,0
3,4,65.0,199.99,46,187,0,0,15,3,3,714,108,0.0,0.0,199.99,0.33,1,199.99,199.99,65.0,11,195,5,70,199.99,3,0.25,199.99,0.3250162508125406,0
3,4,-158.39,197.99,46,187,0,0,15,3,3,714,108,2.0,0.01,199.99,-0.8,1,199.99,197.99,-158.39,11,195,5,70,199.99,3,0.25,199.99,-0.7919895994799739,0
1,4,119.3,290.98,9,187,0,0,15,3,3,574,8,9.0,0.03,299.98,0.41,1,299.98,290.98,119.3,11,982,2,21,299.98,3,0.25,299.98,0.397693179545303,0
1,4,52.76,128.69,34,187,0,0,15,0,4,489,48,1.3,0.01,129.99,0.41,1,129.99,128.69,52.76,6,252,2,56,129.99,3,0.25,129.99,0.4058773751827063,0
0,4,17.25,195.99,46,187,0,0,15,3,3,1964,51,4.0,0.02,199.99,0.09,1,199.99,195.99,17.25,15,196,1,70,199.99,3,0.25,199.99,0.0862543127156357,0
1,4,30.54,66.38,38,187,0,0,15,6,4,489,48,13.6,0.17,39.99,0.46,2,79.98,66.38,30.54,6,252,2,102,39.99,3,0.5,79.98,0.3818454613653413,0
1,4,48.72,168.0,47,187,0,0,15,6,4,489,48,32.0,0.16,50.0,0.29,4,200.0,168.0,48.72,6,252,2,59,50.0,3,1.0,200.0,0.2435999999999999,0
3,4,74.99,299.97,10,187,0,0,15,5,1,476,2,0.0,0.0,99.99,0.25,3,299.97,299.97,74.99,22,159,5,61,99.99,3,0.75,299.97,0.2499916658332499,0
1,4,21.82,351.98,18,187,0,0,15,3,3,574,8,48.0,0.12,399.98,0.06,1,399.98,351.98,21.82,11,982,2,24,399.98,3,0.25,399.98,0.0545527276363818,0
3,4,74.36,220.0,47,66,1,0,36,6,2,226,116,30.0,0.12,50.0,0.34,5,250.0,220.0,74.36,12,92,8,59,50.0,3,1.25,250.0,0.29744,0
3,0,29.46,61.38,28,66,1,0,36,4,2,2828,112,4.62,0.07,22.0,0.48,3,66.0,61.38,29.46,3,783,5,54,22.0,1,0.0,66.0,0.4463636363636363,1
2,1,-2.69,47.25,47,66,1,0,36,6,1,129,53,2.75,0.06,50.0,-0.06,1,50.0,47.25,-2.69,22,822,6,59,50.0,0,1.0,50.0,-0.0538,1
2,1,98.99,263.97,10,66,1,0,36,5,1,129,53,36.0,0.12,99.99,0.38,3,299.97,263.97,98.99,22,822,6,61,99.99,0,3.0,299.97,0.3299996666333299,1
3,4,54.54,175.93,30,66,1,0,36,3,2,226,116,23.99,0.12,49.98,0.31,4,199.92,175.93,54.54,12,92,8,67,49.98,3,1.0,199.92,0.2728091236494598,0
0,2,28.12,96.96,30,66,1,0,36,3,3,840,11,3.0,0.03,49.98,0.29,2,99.96,96.96,28.12,13,270,1,67,49.98,2,1.0,99.96,0.281312525010004,0
0,2,29.05,232.41,30,66,1,0,36,3,3,840,11,17.49,0.07,49.98,0.13,5,249.9,232.41,29.05,13,270,1,67,49.98,2,2.5,249.9,0.1162464985994397,0
3,4,121.43,263.97,10,66,1,0,36,5,2,226,116,36.0,0.12,99.99,0.46,3,299.97,263.97,121.43,12,92,8,61,99.99,3,0.75,299.97,0.4048071473814048,0
3,4,91.34,260.97,10,66,1,0,36,5,2,226,116,39.0,0.13,99.99,0.35,3,299.97,260.97,91.34,12,92,8,61,99.99,3,0.75,299.97,0.3044971163783044,0
0,2,35.6,107.89,34,66,1,0,36,0,3,840,11,22.1,0.17,129.99,0.33,1,129.99,107.89,35.6,13,270,1,56,129.99,2,0.5,129.99,0.2738672205554273,0
0,2,36.9,109.18,12,66,1,0,36,0,3,840,11,10.8,0.09,59.99,0.34,2,119.98,109.18,36.9,13,270,1,71,59.99,2,1.0,119.98,0.3075512585430905,0
0,4,16.83,49.79,12,284,0,0,43,0,3,212,108,10.2,0.17,59.99,0.34,1,59.99,49.79,16.83,11,86,1,71,59.99,3,0.25,59.99,0.2805467577929654,0
2,2,-18.58,144.0,47,284,0,0,43,6,3,1366,8,6.0,0.04,50.0,-0.13,3,150.0,144.0,-18.58,11,973,6,59,50.0,2,1.5,150.0,-0.1238666666666666,0
2,2,54.99,439.96,10,284,0,0,43,5,3,1366,8,59.99,0.12,99.99,0.13,5,499.95,439.96,54.99,11,973,6,61,99.99,2,2.5,499.95,0.10999099909991,0
2,4,127.75,377.96,10,284,0,0,43,5,2,16,102,22.0,0.06,99.99,0.34,4,399.96,377.96,127.75,3,1030,6,61,99.99,3,1.0,399.96,0.3194069406940694,0
2,2,-82.22,249.9,30,284,0,0,43,3,3,1366,8,0.0,0.0,49.98,-0.33,5,249.9,249.9,-82.22,11,973,6,67,49.98,2,2.5,249.9,-0.3290116046418567,0
1,4,0.0,359.98,18,284,0,0,43,3,3,2011,73,40.0,0.1,399.98,0.0,1,399.98,359.98,0.0,13,487,2,24,399.98,3,0.25,399.98,0.0,0
2,2,156.39,339.98,18,284,0,0,43,3,3,1366,8,60.0,0.15,399.98,0.46,1,399.98,339.98,156.39,11,973,6,24,399.98,2,0.5,399.98,0.3909945497274863,0
2,4,-8.51,197.99,46,171,0,0,40,3,2,1276,102,2.0,0.01,199.99,-0.04,1,199.99,197.99,-8.51,3,308,6,70,199.99,3,0.25,199.99,-0.0425521276063803,0
2,4,87.42,185.99,46,171,0,0,40,3,4,2519,48,14.0,0.07,199.99,0.47,1,199.99,185.99,87.42,14,345,6,70,199.99,3,0.25,199.99,0.4371218560928046,0
2,4,61.15,124.79,34,171,0,0,40,0,4,2519,48,5.2,0.04,129.99,0.49,1,129.99,124.79,61.15,14,345,6,56,129.99,3,0.25,129.99,0.470420801600123,0
2,4,-10.71,248.96,12,171,0,0,40,0,2,1276,102,50.99,0.17,59.99,-0.04,5,299.95,248.96,-10.71,3,308,6,71,59.99,3,1.25,299.95,-0.0357059509918319,0
2,4,-335.97,479.95,10,171,0,0,40,5,4,2519,48,20.0,0.04,99.99,-0.7,5,499.95,479.95,-335.97,14,345,6,61,99.99,3,1.25,499.95,-0.672007200720072,0
2,4,9.72,110.49,34,66,1,2,36,0,3,746,8,19.5,0.15,129.99,0.09,1,129.99,110.49,9.72,11,739,6,56,129.99,3,0.25,129.99,0.0747749826909762,0
2,4,5.32,15.19,44,66,1,2,36,8,3,746,8,0.8,0.05,15.99,0.35,1,15.99,15.19,5.32,11,739,6,32,15.99,3,0.25,15.99,0.33270794246404,0
2,4,-201.59,287.98,9,66,1,2,36,3,3,746,8,12.0,0.04,299.98,-0.7,1,299.98,287.98,-201.59,11,739,6,21,299.98,3,0.25,299.98,-0.672011467431162,0
2,4,36.95,105.58,12,66,1,2,36,0,3,746,8,14.4,0.12,59.99,0.35,2,119.98,105.58,36.95,11,739,6,71,59.99,3,0.5,119.98,0.3079679946657776,0
1,4,3.0,29.97,25,66,1,2,36,8,4,2860,48,9.99,0.25,9.99,0.1,4,39.96,29.97,3.0,21,188,2,14,9.99,3,1.0,39.96,0.075075075075075,0
2,4,21.0,167.99,46,66,1,2,36,3,3,746,8,32.0,0.16,199.99,0.13,1,199.99,167.99,21.0,11,739,6,70,199.99,3,0.25,199.99,0.1050052502625131,0
1,4,8.82,42.0,47,66,1,2,36,6,4,2860,48,8.0,0.16,50.0,0.21,1,50.0,42.0,8.82,21,188,2,59,50.0,3,0.25,50.0,0.1764,0
1,4,69.6,240.0,47,66,1,2,36,6,4,2860,48,10.0,0.04,50.0,0.29,5,250.0,240.0,69.6,21,188,2,59,50.0,3,1.25,250.0,0.2784,0
3,4,59.15,227.5,47,3,0,0,29,6,3,271,145,22.5,0.09,50.0,0.26,5,250.0,227.5,59.15,15,111,7,59,50.0,3,1.25,250.0,0.2366,0
3,4,135.99,399.96,10,3,0,0,29,5,3,1550,0,99.99,0.2,99.99,0.34,5,499.95,399.96,135.99,13,497,8,61,99.99,3,1.25,499.95,0.272007200720072,0
2,0,38.18,82.99,10,3,0,0,29,5,2,1921,20,17.0,0.17,99.99,0.46,1,99.99,82.99,38.18,12,29,6,61,99.99,1,0.0,99.99,0.3818381838183818,1
2,0,10.66,106.59,34,3,0,0,29,0,2,1921,20,23.4,0.18,129.99,0.1,1,129.99,106.59,10.66,12,29,6,56,129.99,1,0.0,129.99,0.0820063081775521,1
0,4,43.88,120.89,34,3,0,0,29,0,1,305,142,9.1,0.07,129.99,0.36,1,129.99,120.89,43.88,22,117,1,56,129.99,3,0.25,129.99,0.3375644280329256,0
0,4,56.78,118.29,34,3,0,0,29,0,1,305,142,11.7,0.09,129.99,0.48,1,129.99,118.29,56.78,22,117,1,56,129.99,3,0.25,129.99,0.4368028309869989,0
0,4,52.65,116.99,34,3,0,0,29,0,1,305,142,13.0,0.1,129.99,0.45,1,129.99,116.99,52.65,22,117,1,56,129.99,3,0.25,129.99,0.4050311562427878,0
0,4,52.92,189.0,47,3,0,0,29,6,1,305,142,11.0,0.06,50.0,0.28,4,200.0,189.0,52.92,22,117,1,59,50.0,3,1.0,200.0,0.2646,0
2,0,43.32,149.38,12,3,0,0,29,0,2,1921,20,30.59,0.17,59.99,0.29,3,179.97,149.38,43.32,12,29,6,71,59.99,1,0.0,179.97,0.2407067844640773,1
2,0,50.07,159.96,38,3,0,0,29,6,2,1921,20,39.99,0.2,39.99,0.31,5,199.95,159.96,50.07,12,29,6,102,39.99,1,0.0,199.95,0.2504126031507877,1
2,2,51.99,199.95,38,3,0,0,29,6,4,216,48,0.0,0.0,39.99,0.26,5,199.95,199.95,51.99,21,249,6,102,39.99,2,2.5,199.95,0.2600150037509378,0
2,2,49.14,188.99,46,3,0,0,29,3,4,216,48,11.0,0.06,199.99,0.26,1,199.99,188.99,49.14,21,249,6,70,199.99,2,0.5,199.99,0.2457122856142807,0
2,4,12.79,49.19,12,3,0,0,29,0,4,2427,48,10.8,0.18,59.99,0.26,1,59.99,49.19,12.79,6,740,6,71,59.99,3,0.25,59.99,0.2132022003667277,0
3,4,70.56,195.99,46,3,0,0,29,3,3,271,145,4.0,0.02,199.99,0.36,1,199.99,195.99,70.56,15,111,7,70,199.99,3,0.25,199.99,0.3528176408820441,0
2,4,18.05,96.0,47,3,0,0,29,6,4,2427,48,4.0,0.04,50.0,0.19,2,100.0,96.0,18.05,6,740,6,59,50.0,3,0.5,100.0,0.1805,0
2,4,10.91,145.5,47,3,0,0,29,6,4,2427,48,4.5,0.03,50.0,0.08,3,150.0,145.5,10.91,6,740,6,59,50.0,3,0.75,150.0,0.0727333333333333,0
2,4,33.86,99.58,38,3,0,0,29,6,4,2427,48,20.39,0.17,39.99,0.34,3,119.97,99.58,33.86,6,740,6,102,39.99,3,0.75,119.97,0.28223722597316,0
3,4,-12.65,59.39,12,3,0,0,29,0,3,271,145,0.6,0.01,59.99,-0.21,1,59.99,59.39,-12.65,15,111,7,71,59.99,3,0.25,59.99,-0.2108684780796799,0
3,4,21.11,43.98,6,3,0,0,29,5,3,1550,0,10.99,0.2,54.97,0.48,1,54.97,43.98,21.11,13,497,8,109,54.97,3,0.25,54.97,0.3840276514462434,0
3,4,32.5,129.99,34,3,0,0,29,0,3,1550,0,0.0,0.0,129.99,0.25,1,129.99,129.99,32.5,13,497,8,56,129.99,3,0.25,129.99,0.2500192322486345,0
3,4,8.73,116.38,12,3,0,0,29,0,3,271,145,3.6,0.03,59.99,0.08,2,119.98,116.38,8.73,15,111,7,71,59.99,3,0.5,119.98,0.0727621270211702,0
3,4,-1.08,83.0,47,3,0,0,29,6,3,1550,0,17.0,0.17,50.0,-0.01,2,100.0,83.0,-1.08,13,497,8,59,50.0,3,0.5,100.0,-0.0108,0
3,4,18.9,151.17,12,3,0,0,29,0,3,1550,0,28.8,0.16,59.99,0.13,3,179.97,151.17,18.9,13,497,8,71,59.99,3,0.75,179.97,0.1050175029171528,0
2,0,9.56,127.45,30,3,0,0,29,3,2,1921,20,22.49,0.15,49.98,0.08,3,149.94,127.45,9.56,12,29,6,67,49.98,1,0.0,149.94,0.0637588368680805,1
0,2,14.1,29.99,38,66,1,1,36,6,4,683,48,10.0,0.25,39.99,0.47,1,39.99,29.99,14.1,18,450,1,102,39.99,2,0.5,39.99,0.3525881470367591,0
1,4,9.83,29.07,25,66,1,1,36,8,2,2390,38,0.9,0.03,9.99,0.34,3,29.97,29.07,9.83,1,893,3,14,9.99,3,0.75,29.97,0.3279946613279946,0
1,4,114.83,347.98,18,66,1,1,36,3,2,2390,38,52.0,0.13,399.98,0.33,1,399.98,347.98,114.83,1,893,3,24,399.98,3,0.25,399.98,0.2870893544677234,0
1,4,25.5,339.98,18,66,1,1,36,3,2,2390,38,60.0,0.15,399.98,0.08,1,399.98,339.98,25.5,1,893,3,24,399.98,3,0.25,399.98,0.0637531876593829,0
1,4,80.63,251.98,9,66,1,1,36,3,2,2390,38,48.0,0.16,299.98,0.32,1,299.98,251.98,80.63,1,893,3,21,299.98,3,0.25,299.98,0.2687845856390425,0
0,2,14.75,32.78,22,66,1,1,36,8,4,683,48,7.2,0.18,19.99,0.45,2,39.98,32.78,14.75,18,450,1,99,19.99,2,1.0,39.98,0.3689344672336168,0
3,0,64.8,179.99,46,66,1,1,36,3,2,2318,102,20.0,0.1,199.99,0.36,1,199.99,179.99,64.8,3,937,5,70,199.99,1,0.0,199.99,0.3240162008100404,1
3,4,-16.15,227.41,30,66,1,1,36,3,4,1380,48,22.49,0.09,49.98,-0.07,5,249.9,227.41,-16.15,18,986,7,67,49.98,3,1.25,249.9,-0.064625850340136,0
1,4,22.04,48.98,30,66,1,1,36,3,2,2390,38,1.0,0.02,49.98,0.45,1,49.98,48.98,22.04,1,893,3,67,49.98,3,0.25,49.98,0.4409763905562225,0
3,0,78.92,217.41,30,66,1,1,36,3,2,2318,102,32.49,0.13,49.98,0.36,5,249.9,217.41,78.92,3,937,5,67,49.98,1,0.0,249.9,0.3158063225290116,1
3,0,64.02,176.37,12,66,1,1,36,0,2,2318,102,3.6,0.02,59.99,0.36,3,179.97,176.37,64.02,3,937,5,71,59.99,1,0.0,179.97,0.3557259543257209,1
3,0,92.16,192.0,47,66,1,1,36,6,2,2318,102,8.0,0.04,50.0,0.48,4,200.0,192.0,92.16,3,937,5,59,50.0,1,0.0,200.0,0.4608,1
3,4,21.26,47.25,47,66,1,1,36,6,4,1380,48,2.75,0.06,50.0,0.45,1,50.0,47.25,21.26,18,986,7,59,50.0,3,0.25,50.0,0.4252,0
3,4,74.24,197.98,10,66,1,1,36,5,2,3078,20,2.0,0.01,99.99,0.38,2,199.98,197.98,74.24,12,956,5,61,99.99,3,0.5,199.98,0.3712371237123712,0
3,4,33.26,377.98,18,66,1,1,36,3,2,3078,20,22.0,0.06,399.98,0.09,1,399.98,377.98,33.26,12,956,5,24,399.98,3,0.25,399.98,0.0831541577078853,0
3,4,46.97,161.97,12,66,1,1,36,0,4,1380,48,18.0,0.1,59.99,0.29,3,179.97,161.97,46.97,18,986,7,71,59.99,3,0.75,179.97,0.2609879424348502,0
3,4,104.89,223.16,12,66,1,1,36,0,4,1380,48,16.8,0.07,59.99,0.47,4,239.96,223.16,104.89,18,986,7,71,59.99,3,1.0,239.96,0.4371145190865144,0
1,2,32.76,116.99,34,352,0,0,42,0,2,2961,102,13.0,0.1,129.99,0.28,1,129.99,116.99,32.76,3,385,2,56,129.99,2,0.5,129.99,0.2520193861066235,0
