Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Name,Customer City,Customer Country,Customer Segment,Customer State,Department Name,Market,Order City,Order Country,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,Shipping_Delay,Shipping_Pressure_Index,Order_Complexity_Score,Profit_Margin,Express_Shipping
TRANSFER,2,1,20.56,181.99,Late delivery,1,Water Sports,Honolulu,EE. UU.,Corporate,HI,Fan Shop,LATAM,Carrefour,Haití,18.0,0.09,199.99,0.11,1,199.99,181.99,20.56,Caribbean,Ouest,PROCESSING,Pelican Sunstream 100 Kayak,199.99,First Class,1,1.0,199.99,0.1028051402570128,1
TRANSFER,2,4,106.82,222.53,Advance shipping,0,Consumer Electronics,Caguas,Puerto Rico,Corporate,PR,Technology,Europe,Madrid,España,30.35,0.12,252.88,0.48,1,252.88,222.53,106.82,Southern Europe,Madrid,PENDING,Industrial consumer electronics,252.88,Standard Class,-2,0.25,252.88,0.4224137931034482,0
TRANSFER,2,4,-264.0,160.0,Advance shipping,0,Women's Apparel,New Orleans,EE. UU.,Corporate,LA,Golf,Europe,Espoo,Finlandia,40.0,0.2,50.0,-1.65,4,200.0,160.0,-264.0,Northern Europe,Uusimaa,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,-2,1.0,800.0,-1.32,0
DEBIT,6,4,38.22,127.39,Late delivery,1,Men's Footwear,Honolulu,EE. UU.,Consumer,HI,Apparel,LATAM,San Pedro Sula,Honduras,2.6,0.02,129.99,0.3,1,129.99,127.39,38.22,Central America,Cortés,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,2,0.25,129.99,0.2940226171243941,0
CASH,2,1,133.24,283.48,Late delivery,1,Camping & Hiking,Indianapolis,EE. UU.,Corporate,IN,Fan Shop,USCA,New York City,Estados Unidos,16.5,0.06,299.98,0.47,1,299.98,283.48,133.24,East of USA,Nueva York,CLOSED,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class,1,1.0,299.98,0.4441629441962798,1
PAYMENT,5,4,14.99,149.94,Late delivery,1,Indoor/Outdoor Games,Caguas,Puerto Rico,Corporate,PR,Fan Shop,Pacific Asia,Gold Coast,Australia,0.0,0.0,49.98,0.1,3,149.94,149.94,14.99,Oceania,Queensland,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,1,0.75,449.82,0.0999733226623982,0
DEBIT,2,1,174.59,387.98,Late delivery,1,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Mexico City,México,12.0,0.03,399.98,0.45,1,399.98,387.98,174.59,Central America,Distrito Federal,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class,1,1.0,399.98,0.436496824841242,1
DEBIT,5,2,37.44,103.99,Late delivery,1,Men's Footwear,Tinley Park,EE. UU.,Consumer,IL,Apparel,USCA,Detroit,Estados Unidos,26.0,0.2,129.99,0.36,1,129.99,103.99,37.44,US Center ,Michigan,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,3,0.5,129.99,0.2880221555504269,0
DEBIT,3,4,69.75,185.99,Advance shipping,0,Water Sports,Caguas,Puerto Rico,Corporate,PR,Fan Shop,LATAM,El Progreso,Honduras,14.0,0.07,199.99,0.38,1,199.99,185.99,69.75,Central America,Yoro,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class,-1,0.25,199.99,0.3487674383719186,0
CASH,6,2,6.64,112.5,Late delivery,1,Women's Apparel,Apex,EE. UU.,Consumer,NC,Golf,Europe,Weston-super-Mare,Reino Unido,37.5,0.25,50.0,0.06,3,150.0,112.5,6.64,Northern Europe,Inglaterra,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,4,1.5,450.0,0.0442666666666666,0
CASH,6,2,64.17,139.5,Late delivery,1,Women's Apparel,Bowling Green,EE. UU.,Corporate,KY,Golf,Africa,Sidi Qacem,Marruecos,10.5,0.07,50.0,0.46,3,150.0,139.5,64.17,North Africa,Garb-Chrarda-Beni Hsen,CLOSED,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,4,1.5,450.0,0.4278,0
TRANSFER,2,1,85.49,284.98,Late delivery,1,Camping & Hiking,San Diego,EE. UU.,Corporate,CA,Fan Shop,Pacific Asia,Izmir,Turquía,15.0,0.05,299.98,0.3,1,299.98,284.98,85.49,West Asia,Izmir,PROCESSING,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class,1,1.0,299.98,0.2849856657110474,1
CASH,6,4,12.45,49.79,Late delivery,1,Cleats,El Cajon,EE. UU.,Consumer,CA,Apparel,LATAM,San Juan de la Maguana,República Dominicana,10.2,0.17,59.99,0.25,1,59.99,49.79,12.45,Caribbean,San Juan,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,2,0.25,59.99,0.207534589098183,0
DEBIT,0,0,4.38,38.79,Shipping on time,0,Shop By Sport,Caguas,Puerto Rico,Corporate,PR,Golf,USCA,Seattle,Estados Unidos,1.2,0.03,39.99,0.11,1,39.99,38.79,4.38,West of USA ,Washington,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Same Day,0,inf,39.99,0.1095273818454613,1
TRANSFER,6,2,0.0,126.09,Late delivery,1,Men's Footwear,New Braunfels,EE. UU.,Consumer,TX,Apparel,LATAM,Lima,Perú,3.9,0.03,129.99,0.0,1,129.99,126.09,0.0,South America,Lima (ciudad),PROCESSING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,4,0.5,129.99,0.0,0
PAYMENT,0,0,83.3,169.99,Shipping on time,0,Water Sports,Kent,EE. UU.,Consumer,WA,Fan Shop,Europe,Ancona,Italia,30.0,0.15,199.99,0.49,1,199.99,169.99,83.3,Southern Europe,Marche,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Same Day,0,inf,199.99,0.416520826041302,1
CASH,6,4,53.76,114.39,Late delivery,1,Men's Footwear,Carlisle,EE. UU.,Corporate,PA,Apparel,Africa,Saida,Argelia,15.6,0.12,129.99,0.47,1,129.99,114.39,53.76,North Africa,Saida,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,2,0.25,129.99,0.4135702746365104,0
DEBIT,6,4,40.94,109.18,Late delivery,1,Cleats,Corona,EE. UU.,Corporate,CA,Apparel,Pacific Asia,Semarang,Indonesia,10.8,0.09,59.99,0.38,2,119.98,109.18,40.94,Southeast Asia,Java Central,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,2,0.5,239.96,0.3412235372562093,0
TRANSFER,3,4,1.74,87.0,Advance shipping,0,Girls' Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Ixtapaluca,México,13.0,0.13,25.0,0.02,4,100.0,87.0,1.74,Central America,México,PENDING,adidas Men's Germany Black Crest Away Tee,25.0,Standard Class,-1,1.0,400.0,0.0174,0
CASH,2,1,-91.1,118.78,Late delivery,1,Cleats,Long Beach,EE. UU.,Home Office,CA,Apparel,Pacific Asia,Yakarta,Indonesia,1.2,0.01,59.99,-0.77,2,119.98,118.78,-91.1,Southeast Asia,Yakarta,CLOSED,Perfect Fitness Perfect Rip Deck,59.99,First Class,1,2.0,239.96,-0.7592932155359225,1
CASH,4,2,56.81,123.49,Late delivery,1,Men's Footwear,Chicago,EE. UU.,Home Office,IL,Apparel,LATAM,Petapa,Guatemala,6.5,0.05,129.99,0.46,1,129.99,123.49,56.81,Central America,Guatemala,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,2,0.5,129.99,0.4370336179706131,0
DEBIT,5,4,13.65,181.95,Late delivery,1,Shop By Sport,Aurora,EE. UU.,Consumer,CO,Golf,Pacific Asia,Caloundra,Australia,18.0,0.09,39.99,0.08,5,199.95,181.95,13.65,Oceania,Queensland,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,1,1.25,999.75,0.0682670667666916,0
DEBIT,2,4,87.36,335.98,Advance shipping,0,Fishing,San Diego,EE. UU.,Consumer,CA,Fan Shop,Europe,Tamworth,Reino Unido,64.0,0.16,399.98,0.26,1,399.98,335.98,87.36,Northern Europe,Inglaterra,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,-2,0.25,399.98,0.2184109205460273,0
TRANSFER,6,4,199.98,399.96,Late delivery,1,Cardio Equipment,Caguas,Puerto Rico,Home Office,PR,Footwear,LATAM,Bayamo,Cuba,99.99,0.2,99.99,0.5,5,499.95,399.96,199.98,Caribbean,Granma,PROCESSING,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,2,1.25,2499.75,0.3999999999999999,0
DEBIT,3,4,22.5,150.0,Advance shipping,0,Women's Apparel,Caguas,Puerto Rico,Consumer,PR,Golf,LATAM,Mejicanos,El Salvador,0.0,0.0,50.0,0.15,3,150.0,150.0,22.5,Central America,San Salvador,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,-1,0.75,450.0,0.15,0
PAYMENT,3,4,-183.35,118.29,Advance shipping,0,Men's Footwear,Chicago,EE. UU.,Consumer,IL,Apparel,Europe,Madrid,España,11.7,0.09,129.99,-1.55,1,129.99,118.29,-183.35,Southern Europe,Madrid,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,-1,0.25,129.99,-1.4104931148549886,0
PAYMENT,2,1,10.8,179.96,Late delivery,1,Shop By Sport,San Diego,EE. UU.,Corporate,CA,Golf,Europe,Paris,Francia,20.0,0.1,39.99,0.06,5,199.95,179.96,10.8,Western Europe,Isla de Francia,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,First Class,1,5.0,999.75,0.0540135033758439,1
TRANSFER,2,1,73.8,163.99,Late delivery,1,Water Sports,Edinburg,EE. UU.,Corporate,TX,Fan Shop,Europe,Neuilly-sur-Seine,Francia,36.0,0.18,199.99,0.45,1,199.99,163.99,73.8,Western Europe,Isla de Francia,PENDING,Pelican Sunstream 100 Kayak,199.99,First Class,1,1.0,199.99,0.3690184509225461,1
CASH,5,4,120.89,371.96,Late delivery,1,Cardio Equipment,Fairfield,EE. UU.,Corporate,CA,Footwear,Pacific Asia,Erzurum,Turquía,28.0,0.07,99.99,0.33,4,399.96,371.96,120.89,West Asia,Erzurum,CLOSED,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,1,1.0,1599.84,0.3022552255225523,0
DEBIT,6,4,57.38,204.92,Late delivery,1,Indoor/Outdoor Games,Elmhurst,EE. UU.,Consumer,IL,Fan Shop,Pacific Asia,Melbourne,Australia,44.98,0.18,49.98,0.28,5,249.9,204.92,57.38,Oceania,Victoria,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,2,1.25,1249.5,0.2296118447378951,0
DEBIT,6,4,163.19,339.98,Late delivery,1,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Pacific Asia,Mackay,Australia,60.0,0.15,399.98,0.48,1,399.98,339.98,163.19,Oceania,Queensland,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,2,0.25,399.98,0.4079953997699885,0
DEBIT,1,0,7.83,27.97,Late delivery,1,Books ,Richmond,EE. UU.,Consumer,TX,Book Shop,Europe,Avion,Francia,3.11,0.1,31.08,0.28,1,31.08,27.97,7.83,Western Europe,Norte-Paso de Calais-Picardía,COMPLETE,Sports Books ,31.08,Same Day,1,inf,31.08,0.2519305019305019,1
TRANSFER,6,4,16.2,59.99,Late delivery,1,Shop By Sport,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Villa Nueva,Guatemala,20.0,0.25,39.99,0.27,2,79.98,59.99,16.2,Central America,Guatemala,PROCESSING,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,2,0.5,159.96,0.2025506376594148,0
DEBIT,3,4,13.88,122.84,Advance shipping,0,Men's Footwear,Caguas,Puerto Rico,Consumer,PR,Apparel,Europe,Dortmund,Alemania,7.15,0.06,129.99,0.11,1,129.99,122.84,13.88,Western Europe,Renania del Norte-Westfalia,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,-1,0.25,129.99,0.1067774444188014,0
TRANSFER,5,4,86.24,176.0,Late delivery,1,Women's Apparel,Honolulu,EE. UU.,Consumer,HI,Golf,Europe,Castrop-Rauxel,Alemania,24.0,0.12,50.0,0.49,4,200.0,176.0,86.24,Western Europe,Renania del Norte-Westfalia,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,1,1.0,800.0,0.4311999999999999,0
PAYMENT,6,4,-5.44,217.41,Late delivery,1,Indoor/Outdoor Games,Chicago,EE. UU.,Corporate,IL,Fan Shop,Europe,Rosny-sous-Bois,Francia,32.49,0.13,49.98,-0.03,5,249.9,217.41,-5.44,Western Europe,Isla de Francia,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,2,1.25,1249.5,-0.0217687074829932,0
DEBIT,5,4,-69.27,98.96,Late delivery,1,Indoor/Outdoor Games,Bellflower,EE. UU.,Consumer,CA,Fan Shop,Africa,Huambo,Angola,1.0,0.01,49.98,-0.7,2,99.96,98.96,-69.27,Central Africa,Huambo,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,1,0.5,199.92,-0.6929771908763506,0
DEBIT,5,4,28.12,374.96,Late delivery,1,Cardio Equipment,Caguas,Puerto Rico,Consumer,PR,Footwear,Europe,Perpignan,Francia,124.99,0.25,99.99,0.08,5,499.95,374.96,28.12,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,ON_HOLD,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,1,1.25,2499.75,0.0562456245624562,0
DEBIT,4,4,59.2,128.69,Shipping on time,0,Men's Footwear,Hayward,EE. UU.,Consumer,CA,Apparel,Pacific Asia,Manila,Filipinas,1.3,0.01,129.99,0.46,1,129.99,128.69,59.2,Southeast Asia,Capital Nacional,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,0,0.25,129.99,0.455419647665205,0
DEBIT,2,4,128.33,278.97,Advance shipping,0,Cardio Equipment,Caguas,Puerto Rico,Corporate,PR,Footwear,Europe,Amberes,Bélgica,21.0,0.07,99.99,0.46,3,299.97,278.97,128.33,Western Europe,Amberes,COMPLETE,Nike Men's Free 5.0+ Running Shoe,99.99,Standard Class,-2,0.75,899.9100000000001,0.4278094476114278,0
DEBIT,4,2,42.0,168.0,Late delivery,1,Women's Apparel,Trujillo Alto,Puerto Rico,Consumer,PR,Golf,LATAM,Puebla,México,32.0,0.16,50.0,0.25,4,200.0,168.0,42.0,Central America,Puebla,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,2,2.0,800.0,0.21,0
PAYMENT,6,4,23.23,66.38,Late delivery,1,Girls' Apparel,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Mexico City,México,13.6,0.17,39.99,0.35,2,79.98,66.38,23.23,Central America,Distrito Federal,PENDING_PAYMENT,TYR Boys' Team Digi Jammer,39.99,Standard Class,2,0.5,159.96,0.2904476119029757,0
PAYMENT,2,2,-97.46,99.96,Shipping on time,0,Indoor/Outdoor Games,Caguas,Puerto Rico,Corporate,PR,Fan Shop,USCA,Louisville,Estados Unidos,0.0,0.0,49.98,-0.98,2,99.96,99.96,-97.46,West of USA ,Colorado,PENDING_PAYMENT,O'Brien Men's Neoprene Life Vest,49.98,Second Class,0,1.0,199.92,-0.9749899959983992,0
DEBIT,4,4,-39.84,170.97,Shipping on time,0,Cleats,Aurora,EE. UU.,Consumer,IL,Apparel,LATAM,Santa Cruz de Barahona,República Dominicana,9.0,0.05,59.99,-0.23,3,179.97,170.97,-39.84,Caribbean,Barahona,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,0,0.75,539.91,-0.2213702283713952,0
TRANSFER,5,4,61.88,247.5,Late delivery,1,Women's Apparel,North Tonawanda,EE. UU.,Corporate,NY,Golf,USCA,Philadelphia,Estados Unidos,2.5,0.01,50.0,0.25,5,250.0,247.5,61.88,East of USA,Pensilvania,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,1,1.25,1250.0,0.24752,0
TRANSFER,6,4,37.58,104.38,Late delivery,1,Cleats,Chicago,EE. UU.,Consumer,IL,Apparel,LATAM,Apodaca,México,15.6,0.13,59.99,0.36,2,119.98,104.38,37.58,Central America,Nuevo León,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,2,0.5,239.96,0.3132188698116352,0
DEBIT,2,4,6.21,44.98,Advance shipping,0,Indoor/Outdoor Games,Caguas,Puerto Rico,Consumer,PR,Fan Shop,USCA,Los Angeles,Estados Unidos,5.0,0.1,49.98,0.14,1,49.98,44.98,6.21,West of USA ,California,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,-2,0.25,49.98,0.1242496998799519,0
TRANSFER,4,4,52.5,149.99,Shipping on time,0,Water Sports,Caguas,Puerto Rico,Consumer,PR,Fan Shop,LATAM,Navegantes,Brasil,50.0,0.25,199.99,0.35,1,199.99,149.99,52.5,South America,Santa Catarina,PENDING,Pelican Sunstream 100 Kayak,199.99,Standard Class,0,0.25,199.99,0.2625131256562828,0
DEBIT,6,2,86.4,192.0,Late delivery,1,Women's Apparel,North Bergen,EE. UU.,Corporate,NJ,Golf,Europe,Katowice,Polonia,8.0,0.04,50.0,0.45,4,200.0,192.0,86.4,Eastern Europe,Silesia,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,4,2.0,800.0,0.432,0
TRANSFER,2,2,-205.9,128.69,Shipping canceled,0,Men's Footwear,Caguas,Puerto Rico,Corporate,PR,Apparel,USCA,Richmond,Estados Unidos,1.3,0.01,129.99,-1.6,1,129.99,128.69,-205.9,South of  USA ,Virginia,CANCELED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,0,0.5,129.99,-1.583967997538272,0
DEBIT,5,4,37.31,106.59,Late delivery,1,Men's Footwear,Vega Baja,Puerto Rico,Consumer,PR,Apparel,LATAM,Sorocaba,Brasil,23.4,0.18,129.99,0.35,1,129.99,106.59,37.31,South America,São Paulo,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,1,0.25,129.99,0.2870220786214324,0
PAYMENT,2,2,19.2,95.98,Shipping on time,0,Cleats,Caguas,Puerto Rico,Corporate,PR,Apparel,Europe,La Rochelle,Francia,24.0,0.2,59.99,0.2,2,119.98,95.98,19.2,Western Europe,Aquitania-Lemosín-Poitou-Charentes,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Second Class,0,1.0,239.96,0.1600266711118519,0
TRANSFER,2,1,45.5,129.99,Late delivery,1,Men's Footwear,Caguas,Puerto Rico,Home Office,PR,Apparel,Pacific Asia,Geelong,Australia,0.0,0.0,129.99,0.35,1,129.99,129.99,45.5,Oceania,Victoria,PENDING,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,1,1.0,129.99,0.3500269251480883,1
DEBIT,3,4,11.34,75.58,Advance shipping,0,Shop By Sport,Wheaton,EE. UU.,Consumer,IL,Golf,LATAM,San Pedro Sula,Honduras,4.4,0.06,39.99,0.15,2,79.98,75.58,11.34,Central America,Cortés,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,-1,0.5,159.96,0.1417854463615903,0
DEBIT,0,0,100.78,287.95,Shipping on time,0,Cleats,Crown Point,EE. UU.,Consumer,IN,Apparel,Pacific Asia,Nom Pen,Camboya,12.0,0.04,59.99,0.35,5,299.95,287.95,100.78,Southeast Asia,Nom Pen,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Same Day,0,inf,1499.75,0.3359893315552592,1
TRANSFER,2,1,18.0,239.98,Late delivery,1,Camping & Hiking,Caguas,Puerto Rico,Consumer,PR,Fan Shop,USCA,Little Rock,Estados Unidos,60.0,0.2,299.98,0.08,1,299.98,239.98,18.0,South of  USA ,Arkansas,PENDING,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class,1,1.0,299.98,0.0600040002666844,1
CASH,2,4,21.73,47.23,Advance shipping,0,Accessories,Pomona,EE. UU.,Consumer,CA,Outdoors,Pacific Asia,Estambul,Turquía,2.75,0.06,24.99,0.46,2,49.98,47.23,21.73,West Asia,Estambul,CLOSED,Team Golf Pittsburgh Steelers Putter Grip,24.99,Standard Class,-2,0.5,99.96,0.4347739095638255,0
PAYMENT,2,1,90.14,195.95,Late delivery,1,Shop By Sport,Caguas,Puerto Rico,Corporate,PR,Golf,LATAM,Soyapango,El Salvador,4.0,0.02,39.99,0.46,5,199.95,195.95,90.14,Central America,San Salvador,PENDING_PAYMENT,Under Armour Girls' Toddler Spine Surge Runni,39.99,First Class,1,5.0,999.75,0.4508127031757939,1
TRANSFER,1,0,95.15,339.83,Late delivery,1,Kids' Golf Clubs,Aurora,EE. UU.,Home Office,CO,Outdoors,Europe,Norwich,Reino Unido,59.97,0.15,99.95,0.28,4,399.8,339.83,95.15,Northern Europe,Inglaterra,PROCESSING,Fitbit The One Wireless Activity & Sleep Trac,99.95,Same Day,1,inf,1599.2,0.2379939969984992,1
CASH,6,4,-104.11,38.56,Late delivery,1,Video Games,Chicago,EE. UU.,Consumer,IL,Discs Shop,Pacific Asia,Taiping,Malasia,1.19,0.03,39.75,-2.7,1,39.75,38.56,-104.11,Southeast Asia,Perak,CLOSED,Fighting video games,39.75,Standard Class,2,0.25,39.75,-2.6191194968553457,0
TRANSFER,3,4,30.71,122.84,Shipping canceled,0,Men's Footwear,Tucson,EE. UU.,Corporate,AZ,Apparel,Pacific Asia,Adelaide,Australia,7.15,0.06,129.99,0.25,1,129.99,122.84,30.71,Oceania,Australia del Sur,CANCELED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,-1,0.25,129.99,0.2362489422263251,0
TRANSFER,4,4,20.66,251.98,Shipping on time,0,Camping & Hiking,Hawthorne,EE. UU.,Consumer,CA,Fan Shop,LATAM,Arica,Chile,48.0,0.16,299.98,0.08,1,299.98,251.98,20.66,South America,Arica y Parinacota,PENDING,Diamondback Women's Serene Classic Comfort Bi,299.98,Standard Class,0,0.25,299.98,0.0688712580838722,0
DEBIT,3,4,24.48,50.99,Advance shipping,0,Cleats,Ventura,EE. UU.,Consumer,CA,Apparel,Africa,Bertoua,Camerún,9.0,0.15,59.99,0.48,1,59.99,50.99,24.48,Central Africa,Est,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,-1,0.25,59.99,0.4080680113352225,0
TRANSFER,2,1,85.46,252.83,Late delivery,1,Music,Caguas,Puerto Rico,Consumer,PR,Discs Shop,Pacific Asia,Latur,India,7.82,0.03,260.65,0.34,1,260.65,252.83,85.46,South Asia,Maharashtra,PROCESSING,Rock music,260.65,First Class,1,1.0,260.65,0.3278726261269902,1
TRANSFER,4,4,105.97,230.36,Shipping on time,0,Cleats,East Lansing,EE. UU.,Corporate,MI,Apparel,Europe,Granada,España,9.6,0.04,59.99,0.46,4,239.96,230.36,105.97,Southern Europe,Andalucía,PENDING,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,0,1.0,959.84,0.4416152692115352,0
PAYMENT,2,1,34.0,339.98,Late delivery,1,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,USCA,Philadelphia,Estados Unidos,60.0,0.15,399.98,0.1,1,399.98,339.98,34.0,East of USA,Pensilvania,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,First Class,1,1.0,399.98,0.0850042502125106,1
DEBIT,3,2,74.97,351.98,Late delivery,1,Fishing,Caguas,Puerto Rico,Consumer,PR,Fan Shop,Europe,Seville,España,48.0,0.12,399.98,0.21,1,399.98,351.98,74.97,Southern Europe,Andalucía,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class,1,0.5,399.98,0.1874343717185859,0
TRANSFER,0,0,-21.49,128.69,Shipping canceled,0,Men's Footwear,Caguas,Puerto Rico,Corporate,PR,Apparel,USCA,Philadelphia,Estados Unidos,1.3,0.01,129.99,-0.17,1,129.99,128.69,-21.49,East of USA,Pensilvania,CANCELED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Same Day,0,inf,129.99,-0.1653204092622509,1
TRANSFER,1,0,-112.58,84.97,Shipping canceled,0,Indoor/Outdoor Games,Chicago,EE. UU.,Consumer,IL,Fan Shop,LATAM,Huehuetenango,Guatemala,14.99,0.15,49.98,-1.33,2,99.96,84.97,-112.58,Central America,Huehuetenango,SUSPECTED_FRAUD,O'Brien Men's Neoprene Life Vest,49.98,Same Day,1,inf,199.92,-1.12625050020008,1
PAYMENT,6,4,-95.66,260.65,Late delivery,1,Music,Troy,EE. UU.,Home Office,NY,Discs Shop,Pacific Asia,Nagasaki,Japón,0.0,0.0,260.65,-0.37,1,260.65,260.65,-95.66,Eastern Asia,Nagasaki,PENDING_PAYMENT,Rock music,260.65,Standard Class,2,0.25,260.65,-0.3670055630155381,0
DEBIT,2,1,29.4,113.09,Late delivery,1,Men's Footwear,Aurora,EE. UU.,Corporate,CO,Apparel,Europe,Bordeaux,Francia,16.9,0.13,129.99,0.26,1,129.99,113.09,29.4,Western Europe,Aquitania-Lemosín-Poitou-Charentes,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,First Class,1,1.0,129.99,0.2261712439418416,1
DEBIT,2,1,129.59,287.98,Late delivery,1,Camping & Hiking,Caguas,Puerto Rico,Home Office,PR,Fan Shop,Pacific Asia,Manila,Filipinas,12.0,0.04,299.98,0.45,1,299.98,287.98,129.59,Southeast Asia,Capital Nacional,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,First Class,1,1.0,299.98,0.4319954663644242,1
PAYMENT,4,4,79.63,227.5,Shipping on time,0,Women's Apparel,Dallas,EE. UU.,Corporate,TX,Golf,Europe,Marseille,Francia,22.5,0.09,50.0,0.35,5,250.0,227.5,79.63,Western Europe,Provenza-Alpes-Costa Azul,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,0,1.25,1250.0,0.3185199999999999,0
DEBIT,2,4,60.88,217.41,Advance shipping,0,Indoor/Outdoor Games,San Diego,EE. UU.,Consumer,CA,Fan Shop,Europe,Tamworth,Reino Unido,32.49,0.13,49.98,0.28,5,249.9,217.41,60.88,Northern Europe,Inglaterra,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,Standard Class,-2,1.25,1249.5,0.2436174469787915,0
PAYMENT,2,4,49.06,104.38,Advance shipping,0,Cleats,Corona,EE. UU.,Home Office,CA,Apparel,Pacific Asia,Lahore,Pakistán,15.6,0.13,59.99,0.47,2,119.98,104.38,49.06,South Asia,Punyab,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,-2,0.5,239.96,0.4089014835805967,0
PAYMENT,5,2,20.93,46.5,Late delivery,1,Women's Apparel,Mission,EE. UU.,Consumer,TX,Golf,Pacific Asia,Depok,Indonesia,3.5,0.07,50.0,0.45,1,50.0,46.5,20.93,Southeast Asia,Yogyakarta,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Second Class,3,0.5,50.0,0.4185999999999999,0
